"ID","TARGET"
2,0.0229610831476748
5,0.0145205010659993
6,0.0185653070919216
7,0.0420109800994396
9,0.0204310515895486
11,0.0411246307194233
12,0.0792696211487055
15,0.0324505307711661
16,0.0362525274977088
17,0.0325306140817702
19,0.0210680808871984
21,0.0226091313175857
22,0.026866614446044
24,0.020978344976902
27,0.0381167162209749
28,0.0375324909575283
30,0.0558651227504015
33,0.0209914658218622
35,0.0209907380864024
37,0.0262958836741745
38,0.024549388512969
40,0.0410062354058027
41,0.0880530659109354
44,0.0608420958742499
46,0.0355817093513906
47,0.0451705858111382
48,0.0167257770895958
50,0.016624966589734
52,0.0334380507469177
53,0.0419316850602627
55,0.0420109800994396
57,0.0280952718108892
58,0.0364093415439129
59,0.0419316850602627
62,0.0198335989378393
63,0.0208644208498299
64,0.0206493764184415
65,0.0140252865385264
67,0.0208447045646608
69,0.0275882304646075
70,0.0210669953376055
71,0.294916732609272
72,0.0347807005979121
73,0.0129547244403511
76,0.0536976983770728
78,0.0163435271009803
79,0.0336772104725242
81,0.0160964051727206
85,0.0164586415048689
86,0.0207109388895333
89,0.0146013217512518
94,0.0419025994837284
96,0.0210724898613989
97,0.0508663486689329
98,0.021280181966722
99,0.0355031893588603
100,0.0550517417490482
103,0.0411246307194233
104,0.0464906983077526
108,0.0126653489656746
110,0.0191479270812124
112,0.0163129883352667
114,0.0354376756586134
116,0.0378064692020416
117,0.0330232784152031
119,0.0305276139639318
120,0.0157890928909183
121,0.0139360583852977
123,0.0282732961699367
124,0.0208447045646608
126,0.0186254873406142
128,0.021298797801137
129,0.0205860267393291
133,0.0296495494432747
138,0.0215685223229229
147,0.0419316850602627
149,0.0271209061145782
158,0.0168011607602239
160,0.0208023839630187
164,0.0185408771969378
167,0.0651996992528439
168,0.0415232537314296
174,0.0249139201827347
181,0.033979482576251
185,0.016714482801035
187,0.017802865896374
189,0.0204326676204801
190,0.0236138216219842
194,0.0452755507081747
197,0.265332210063934
198,0.0420109800994396
201,0.0225607017055154
205,0.0348842369392514
208,0.0269075149670243
211,0.0165799055248499
216,0.0419025994837284
219,0.0509672177955508
223,0.0310721736401319
224,0.0411246307194233
226,0.0419316850602627
229,0.0206485019996762
230,0.0171565230004489
237,0.0172837991733104
238,0.032229717541486
240,0.0451477413997054
243,0.016828642366454
245,0.0364209766499698
246,0.0404188629239798
247,0.0280870177783072
248,0.0428927656263113
249,0.0209914658218622
250,0.0348553479649127
251,0.0182053845841438
255,0.0386533385142684
256,0.033183217048645
257,0.0204082085750997
260,0.0666746817529202
261,0.0386429388076067
263,0.0318084062077105
264,0.0411696344614029
267,0.0303677146323025
268,0.0204101492650807
272,0.0322011061012745
274,0.028318946249783
275,0.0444415917620063
277,0.0350049330852926
278,0.0411246307194233
280,0.0462944334372878
281,0.0377446452155709
282,0.0352363098412752
283,0.0241378189995885
284,0.037502446770668
286,0.0324409345164895
290,0.0468121601268649
291,0.0212865475565195
293,0.0420109800994396
295,0.0692976351827383
297,0.0139407464768738
298,0.0422930486500263
300,0.059100092574954
304,0.0628395991399884
305,0.0884164921939373
308,0.0182156198192388
309,0.0210398763418198
310,0.0270993874408305
312,0.0212606124579906
313,0.0411696344614029
315,0.0249074981082231
317,0.0101524437312037
318,0.0321604014374316
321,0.0320570012554526
323,0.033422897849232
325,0.0224221817217767
326,0.0419316850602627
327,0.0310616198927164
328,0.0419692348688841
329,0.0165422094985843
330,0.0174392653629184
331,0.0140664261300117
334,0.0590371742844582
335,0.0223216423764825
336,0.0216446446254849
337,0.0447777168825269
338,0.0355031893588603
339,0.0419316850602627
341,0.0588470917195082
343,0.105830642208457
346,0.0227561100386083
348,0.0211346163414419
350,0.0610800020396709
351,0.0185794997960329
352,0.0419316850602627
357,0.0364515712484717
358,0.0208964508026838
360,0.0210406917147338
361,0.0419316850602627
364,0.0391326826997101
365,0.0171823912765831
366,0.0142687907908112
367,0.0440227098762989
368,0.0319178455509245
370,0.0211346163414419
372,0.0258975891396403
376,0.0172872516792268
377,0.0187462339177728
379,0.0276708977296948
380,0.0419316850602627
381,0.0439231215044856
385,0.0165263253264129
386,0.0208373840898275
389,0.017688946146518
391,0.0164265252184123
392,0.0164845920167863
393,0.0208023839630187
395,0.0162633947096765
396,0.0166455200873315
397,0.0311233948916197
398,0.0364623860456049
399,0.0363743714988232
400,0.0350366208702326
401,0.0378384217619896
403,0.0326301546767354
405,0.0167690809816122
406,0.020747010037303
409,0.0419316850602627
411,0.0304303128272295
413,0.0408105317503214
418,0.0139918059576303
419,0.0420109800994396
422,0.0419316850602627
424,0.0828870890662074
425,0.0234349354170263
427,0.0210724898613989
430,0.0176035967189819
431,0.0419316850602627
434,0.0419316850602627
435,0.0208447045646608
437,0.0420060679316521
438,0.0190858833491802
439,0.0410062354058027
442,0.0208023839630187
446,0.0208644208498299
450,0.042470732703805
451,0.0419316850602627
452,0.0242400111630559
454,0.0145173484925181
455,0.0215597867965698
463,0.0420109800994396
464,0.0149722152389586
465,0.0210724898613989
467,0.0314961799420416
468,0.0364747197367251
470,0.0152379221748561
472,0.0621628418564796
473,0.0420109800994396
475,0.0488748032599688
476,0.0225277316756546
479,0.0419316850602627
481,0.101550375670195
483,0.0210603217594326
484,0.0245213150978088
486,0.0206257987767458
487,0.0209426337853074
491,0.020747010037303
494,0.0208023839630187
495,0.0206724530085921
497,0.0168651349842548
498,0.142415134236217
499,0.0211821511387825
503,0.0419316850602627
504,0.0254884464666247
505,0.0284870122559369
506,0.0385975698009133
507,0.0172824641223997
508,0.0412468943744898
509,0.0420109800994396
510,0.0110289636533707
