ID,TARGET
2,0.0342698320746422
5,0.0338209271430969
6,0.00241793994791806
7,0.0207350850105286
9,0.00266821030527353
11,0.16169148683548
12,0.0724628418684006
15,0.123977951705456
16,0.0346074476838112
17,0.0403988473117352
19,0.0218218080699444
21,0.00554040586575866
22,0.0198083762079477
24,0.0130109647288918
27,0.0102656707167625
28,0.0180208198726177
30,0.0376903712749481
33,0.00266821030527353
35,0.0134801790118217
37,0.0290013607591391
38,0.0200057309120893
40,0.160888433456421
41,0.0235598590224981
44,0.0117448046803474
46,0.095352329313755
47,0.0213322732597589
48,0.00276549230329692
50,0.00705395545810461
52,0.163518771529198
53,0.0173535980284214
55,0.0343930833041668
57,0.0024942874442786
58,0.0421171337366104
59,0.0189346149563789
62,0.0408365726470947
63,0.0134801790118217
64,0.0325186140835285
65,0.0395015105605125
67,0.0187913533300161
69,0.0506092943251133
70,0.00266821030527353
71,0.0081312321126461
72,0.00933561753481627
73,0.00165434135124087
76,0.00856947619467974
78,0.00499417912214994
79,0.0442918054759502
81,0.00365183944813907
85,0.0103142904117703
86,0.00266821030527353
89,0.0392685160040855
94,0.0719039589166641
96,0.00261334725655615
97,0.0304947067052126
98,0.00275020767003298
99,0.0254414845257998
100,0.194638699293137
103,0.160888433456421
104,0.00280938902869821
108,0.0177932437509298
110,0.00556708360090852
112,0.0346132926642895
114,0.0294205974787474
116,0.0147714940831065
117,0.00549535593017936
119,0.00847658235579729
120,0.00323758320882916
121,0.0050549884326756
123,0.0450239256024361
124,0.0325027815997601
126,0.0026639502029866
128,0.018164174631238
129,0.0327667780220509
133,0.0285799130797386
138,0.0293074138462543
147,0.0189346149563789
149,0.0364203751087189
158,0.00276549230329692
160,0.00974868610501289
164,0.0506092943251133
167,0.0636580139398575
168,0.0295503381639719
174,0.0126778837293386
181,0.0482661053538322
185,0.0407656580209732
187,0.00581523217260838
189,0.0179496426135302
190,0.0334334671497345
194,0.00722189387306571
197,0.0193309392780066
198,0.0247913580387831
201,0.0335613004863262
205,0.00632663769647479
208,0.0591780431568623
211,0.0103142904117703
216,0.054120946675539
219,0.0813527852296829
223,0.011820737272501
224,0.160888433456421
226,0.0189346149563789
229,0.0243240483105183
230,0.0330398418009281
237,0.049988891929388
238,0.0243617799133062
240,0.0617901794612408
243,0.00503204623237252
245,0.175537347793579
246,0.160888433456421
247,0.00703669665381312
248,0.0224842950701714
249,0.00266821030527353
250,0.17304402589798
251,0.0026639502029866
255,0.0530190244317055
256,0.0278024338185787
257,0.0426721274852753
260,0.155478626489639
261,0.0155413569882512
263,0.155478626489639
264,0.160888433456421
267,0.00782446470111609
268,0.032880462706089
272,0.0133062275126576
274,0.0126799009740353
275,0.00272270408459008
277,0.17304402589798
278,0.160888433456421
280,0.0118168005719781
281,0.0193964932113886
282,0.0511062256991863
283,0.0123930023983121
284,0.0552014224231243
286,0.0286410730332136
290,0.0276944115757942
291,0.0276453327387571
293,0.0405310690402985
295,0.0424443334341049
297,0.00503204623237252
298,0.160888433456421
300,0.00501303281635046
304,0.00323729566298425
305,0.0046654436737299
308,0.00974868610501289
309,0.00974868610501289
310,0.00431632297113538
312,0.0276453327387571
313,0.167283624410629
315,0.0120480395853519
317,0.0384130366146564
318,0.0181720051914454
321,0.0361149460077286
323,0.0892547741532326
325,0.00828206818550825
326,0.0189346149563789
327,0.0134151531383395
328,0.0467396378517151
329,0.0204403940588236
330,0.00542866066098213
331,0.0294404849410057
334,0.0789581164717674
335,0.0116317868232727
336,0.0324530303478241
337,0.00544519070535898
338,0.0303898714482784
339,0.0189346149563789
341,0.104015931487083
343,0.00970721151679754
346,0.00259460229426622
348,0.00275020767003298
350,0.0931022241711617
351,0.00254586897790432
352,0.0189346149563789
357,0.052119754254818
358,0.0134801790118217
360,0.00941816251724958
361,0.0189346149563789
364,0.0551543794572353
365,0.0491905026137829
366,0.0343290641903877
367,0.0106502044945955
368,0.0166958793997765
370,0.00275020767003298
372,0.0040501388721168
376,0.00261334725655615
377,0.00553183490410447
379,0.0336591377854347
380,0.0189346149563789
381,0.131911024451256
385,0.0106547372415662
386,0.0330451764166355
389,0.0523546151816845
391,0.0324785597622395
392,0.00645946431905031
393,0.012192128226161
395,0.0254451520740986
396,0.00939272344112396
397,0.00262046488933265
398,0.0230685789138079
399,0.0239012353122234
400,0.00843241531401873
401,0.0257853958755732
403,0.00631874287500978
405,0.0322697125375271
406,0.0224463846534491
409,0.0159803666174412
411,0.0289045684039593
413,0.00370125891640782
418,0.00554229272529483
419,0.018922058865428
422,0.0189346149563789
424,0.17304402589798
425,0.0372441820800304
427,0.00261334725655615
430,0.00266821030527353
431,0.0189346149563789
434,0.00795319397002459
435,0.0325186140835285
437,0.108102008700371
438,0.0010947014670819
439,0.160888433456421
442,0.0134801790118217
446,0.0134801790118217
450,0.0506808832287788
451,0.0159162692725658
452,0.0219603609293699
454,0.00257547223009169
455,0.00553894322365522
463,0.0254199486225843
464,0.0128484247252345
465,0.00266821030527353
467,0.161700218915939
468,0.0287962611764669
470,0.0304822884500027
472,0.0371247828006744
473,0.0247913580387831
475,0.00574634643271565
476,0.00554040586575866
479,0.0189346149563789
481,0.00391865195706487
483,0.0306089520454407
484,0.0194052960723639
486,0.0334334671497345
487,0.00266821030527353
491,0.0225411001592875
494,0.00974868610501289
495,0.00256705353967845
497,0.0388080067932606
498,0.00526795396581292
499,0.0130109647288918
503,0.0189346149563789
504,0.0382897481322289
505,0.00882435403764248
506,0.00754351681098342
507,0.0275187846273184
508,0.17852383852005
509,0.0405310690402985
510,0.0097589148208499
511,0.0129058426246047
512,0.0209795776754618
516,0.00296526099555194
518,0.0318540409207344
519,0.0149359200149775
520,0.00864873547106981
521,0.00275020767003298
522,0.00408033095300198
524,0.160888433456421
525,0.00795629061758518
526,0.0026639502029866
528,0.0189346149563789
529,0.037553783506155
531,0.031847883015871
532,0.155478626489639
534,0.0409276746213436
536,0.0301163215190172
539,0.0513705871999264
540,0.0343783423304558
541,0.00266821030527353
542,0.0719039589166641
545,0.0313703715801239
546,0.00275020767003298
552,0.0295917503535748
556,0.00556708360090852
557,0.0026639502029866
